date;id;filename;category;colonies;strain;medium;multicolor;obs;colonysize;recount
16/09/2021;55;A00004gijackmbgpe2nc0adu2gu1tyq.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;56;A00004jzaaaer9h64dyvmgam3tx9b4z.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;57;A00004m6kwbwc0g92iqql2hn9f4bvq9.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;58;A00004u95rhb57ran6lu1nbi0lfdbt1.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;59;A00004ylrp7ok6kurz6jl8qa97kqe1h.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;60;A00004z5e1ir6lttwwbdejkvo7p2bky.jpg;1;44;P. putida;M9_cit;0;;big;
16/09/2021;61;A000050342kk9oekqj7twtarskonerp.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;62;A000050i6x8vel5xk7r3p2zlc3uk93s.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;63;A000052j5t6fggvnd4idya6l5li4bqs.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;64;A000056mijhp79eao8lza8w0qejw9po.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;65;A00005a75fp8l23fzcvo6w4qm37423i.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;66;A00005d9s6bej7g9ngl2oo3e0zjfvh1.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;67;A00005f5flv8idwruz42iadtk1bl6ai.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;68;A00005f88s7oipyct4024qqpv1h9a9r.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;69;A00005glwuv5q1tx884t0a1nf85b2k4.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;70;A00005s95dzw3215dyctjmt83j8n1ho.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;71;A00005vs0kxztnehei6iw2o09s7aros.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;72;A00005w5fnqtr7luw2rr8zmumg9z6ay.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;73;A00005wijjqw57hrot0oiy5m0dil7qy.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;74;A00005xyo7dw6j2vjsj7ej0136v6fbz.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;75;A00005y06r1a339ujnia2bsui16l9vh.jpg;1;85;P. putida;M9_cit;0;;big;
16/09/2021;76;A0000615xod6tfueju6ek0szasbcu13.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;77;A000061c4alfy0mzbb3i7ehxtv3vht5.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;78;A000061ow6v7kmqm1dh34cocrowkddu.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;79;A000063pz404fdu9oixn71n4r8rq5td.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;80;A000065452lf4lj85f8go2qmahtkzow.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;81;A000066xbkxe54pn8c2iujqdkd4ucum.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;82;A000069nkdxkv5gnxm8n0x1sfmaye04.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;83;A00006bgsulgrg4359gv3shhpjfoymd.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;84;A00006ckv6jnf8l3ibh2z91ecpzdzqb.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;85;A00006jr2i3a0u8f2b7zcups6zlewxn.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;86;A00006kwizdvby50c150s9tuo3xqbbb.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;87;A00006qex7u5f2vazey59cfs9u75v3a.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;88;A00006uh6iw34gt54uekvy2fp905eb4.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;89;A00006w8eab1yk8a8iodfev4byz1ylg.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;90;A00006zohsu6su3h4pj9ljx73ozotj0.jpg;1;115;P. putida;M9_cit;0;;big;
16/09/2021;91;A0000700szxmpryrtmkma7a0xr2u26v.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;92;A000073hul1rhn14iita59rfzi4bgb4.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;93;A000074dpl4uyihwqb8rnx1o7kwd6oo.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;94;A000079ygs7q7lhf0q3sz03xwhss7lc.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;95;A00007e3vllczp2t624gmpqfstd2k8b.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;96;A00007gokdd3b2unkdky613imgg5w7f.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;97;A00007hb846e2on6i4mnc1u03fd8qir.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;98;A00007jyph6tawkyor43s0ohrd8ksi4.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;99;A00007ly6rfdixi73ee4tr3ey6vlwai.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;100;A00007mt2z19t1qyv4209ic1a6xq5hd.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;101;A00007ncq16nc67aqpyfu1h589tls2s.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;102;A00007q8cngkmb99etdsl6kyax5phbi.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;103;A00007vkv0ytaady1vtdbnn2kn0oupn.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;104;A00007ybnnsgt7dtcpvtd9mexi2y18o.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;105;A00007yd1kenzh9uzlu8f33k2aie8n7.jpg;1;1;P. putida;M9_cit;0;;big;
16/09/2021;106;A00008173vpw134effvc4xy2n7d8h8l.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;107;A0000819zvokpwb3igj4exnif5xgi5l.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;108;A000081aamy6o8yzi65ovv1mwd690y4.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;109;A000082532llt26xoqeq9zuv7s0gewe.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;110;A000082bc0bhfjbs47d9t2qj2risqzt.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;111;A000082zejwqp5sg3lzceub1d8nttrp.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;112;A000085zv53pajihcz5n17be8h6kc7q.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;113;A00008d8ebhe73qfqmfk6lt6fu2fudp.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;114;A00008fffh7fbxn2kjwt0isqewwgbcm.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;115;A00008g1slffkn9jdgsc2epcw86xzfq.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;116;A00008kp8fdy7dbnkaq1jaft31sm71y.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;117;A00008lygbnlaqpfgqms90ym1lo946g.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;118;A00008t4aq3iz9j8po1fi2muxikbduk.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;119;A00008tpwa6t4zb9k86exzkf83v2i2q.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;120;A00008zd1pqjgl207otzm0qt30ny2i1.jpg;1;132;P. putida;M9_cit;0;;big;
16/09/2021;121;A000090ihyeacfms8yb5h22rhii60hg.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;122;A000094gy3nsmi8h9hhcgw72gina10g.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;123;A00009667ppu7lz5bbrbzggqg2wjuww.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;124;A000096g29oqykt3paiadr63ykyj8lw.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;125;A000098rzekftcg9zuj1rpyemwp2f7h.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;126;A00009aq8y9lz1eitb94gbbdkitu1gs.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;127;A00009in2ubyuk3ivgbdumeq4tj1uss.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;128;A00009su3bkhjxuqigohekribcd9xor.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;129;A00009u669kfgq0zz49fwamn1pjdxxs.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;130;A00009w7hetnfjut3eggvanuwrnurbq.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;131;A00009wcp1iubov46ju6i04nifttjd6.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;132;A00009wm85mzptn0tp0gvibcdqoktlj.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;133;A00009xn3n7dlsr4m2s4mpacf8uzj4x.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;134;A00009ymuyd1kufiznfjup244bhn79x.jpg;1;47;P. putida;M9_cit;0;;big;
16/09/2021;135;A00009z0azsae30pmgmytebflfo0342.jpg;1;47;P. putida;M9_cit;0;;big;
23/09/2021;136;A00010365te8uvj554j8f399jnr1xj0.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;137;A0001052shew0uwo4wq2beuf1bcvncr.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;138;A0001066mb2g4hc2xw83x72z6myghge.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;139;A00010826frrgmlqn1k62l69xyl3kep.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;140;A000109mj3tbiu0rw4d73v827strukq.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;141;A00010bkepiggmbj6ori2zbkz9r51ow.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;142;A00010frjhdzahg1jzwllspqkrkqgmk.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;143;A00010hj6b4217usxl3lyg1ua981aos.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;144;A00010hqsru4drqnsdn0igx5ao2t2vy.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;145;A00010jxa2o9t2az36kdiur0jndnwgk.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;146;A00010k1bmpmih5crx957u4s8p1ztza.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;147;A00010lo5usslo3jubrv71kyqgf4hw6.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;148;A00010o5nkxbsmb14xt9m4pzhttwbyc.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;149;A00010sla29pl9wex92m0a9nka64a74.jpg;1;65;P. putida;M9_cit;0;;big;
23/09/2021;150;A00010tzomfat7z0ekvkajk2yrinb9v.jpg;1;65;P. putida;M9_cit;0;;big;
20/09/2021;151;A00011330jvstu1nomkzw8g82ydxdch.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;152;A000116g1c8bgin4stuumzoa9go3hx5.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;153;A000118xvnjnq2zvix6gajlotz50keq.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;154;A000119a3nwlyc7ppep7v2yb0w3otka.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;155;A000119sykz62erzlqudy3o20g770c1.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;156;A00011amba9dbihkljduzqf0w80x0bk.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;157;A00011by9uoog44jrzz5lrxutlo3ajl.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;158;A00011ixqsfjs4zgalxnih3nsn2a66r.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;159;A00011jnp0ap0v1hmyo8m1w78q57eyl.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;160;A00011masm7u1w08r1jqj2j0ahmfnuh.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;161;A00011och24sj5trp18mpc5fkq59ccp.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;162;A00011ohbo8yu3upvuk41iu4wr685ws.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;163;A00011tjx3ign2p9dne3bvqqw2s0ik8.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;164;A00011wdb6ozdmlsbcoyvf4xmrw4i7l.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;165;A00011x2m9in2tqq7spg5q38wayvoa0.jpg;1;60;P. putida;M9_cit;0;;big;
20/09/2021;166;A000122dyywbxlhovfnivc9bplxla1w.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;167;A0001263stj64fe94mhra7h1v7yk1i2.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;168;A000129w26c1tdaglxwigax9isquagk.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;169;A00012b14w6vbeurkj9y0ompmy1dj0s.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;170;A00012byiz7yti7kviinla0392sald2.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;171;A00012dt350cbfspdecf65qk2wt4014.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;172;A00012eyqao05tpsjaoqqy2g38uzt7h.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;173;A00012gzblblpt5ib5buktvm6ibipzl.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;174;A00012kc9zddk866dmhyvbbai8h7c29.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;175;A00012mi1b8e5tgfbun1xsr88371yi5.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;176;A00012obwe4zsnts57lke73bhqo22jt.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;177;A00012qn4ph4d3b1x5l45g4ohy19av1.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;178;A00012s6ik0ofrxlqm2d5wnjh9lgzst.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;179;A00012xn1vovlvscahsqb4bkqw6eh08.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;180;A00012yn9ulm69pvsise05uogfku7o7.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;181;A000137viag4ibfuh1i01tbflk6ytmh.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;182;A00013c9mkh4s6ppuywv3row1limxp5.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;183;A00013dk9gdpzfjq9viqdfo2pkadkwq.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;184;A00013dkwv8cbt0nspofmlvl19dp8xv.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;185;A00013f5bgaxphp936pm5ykrq9fhi7s.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;186;A00013ix92jm212l6ylfwbde15fbsv6.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;187;A00013j1h6hl6qyf6mtsz2di6sow30q.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;188;A00013mv5levsw9yel7wf3e1x82urvb.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;189;A00013nit9tw2orcwdknvl3113zlp9o.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;190;A00013nxy420utq8515za5tcqfpg64y.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;191;A00013tkbpmp92uf7qtnsbiy2e58y6p.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;192;A00013tmd0d93mc08idb4ua5av1e0tq.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;193;A00013ueeeamn8wg6ya4yw7x5u37iq0.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;194;A00013ufji91abkn2yamz043ji3izmx.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;195;A00013vasrcam1jyg4lcnrj7d9bavz8.jpg;1;46;P. putida;M9_cit;0;;big;
20/09/2021;196;A0001402cx1zvzouaporjsx7yaltunz.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;197;A000142iwsiw75chdawmh1am1shfusz.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;198;A0001476g8ec8v8g7vnigidtmuyd6p8.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;199;A00014ba5nh4zlb9vsyq1juv8r79ocm.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;200;A00014bxldg3e49zsjg7orj3mduspxk.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;201;A00014e0assao8buu1h4tpa5bnl91h0.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;202;A00014fhtjnfhf94tg9kq1nmplrne04.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;203;A00014j9pl0zqpmjeqbile1l848ssbi.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;204;A00014mi6ea4hs8pt3q3398vk3yxkhy.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;205;A00014mspqoovsasp5f0qedtyjtl6ed.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;206;A00014pavcvsaj9eni9afcpffqhl3o8.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;207;A00014rodhdcnnbxqbo5z6q78p1a61x.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;208;A00014u1xlv5s0ccl7vsga3fhw31m13.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;209;A00014ud3tzg595uy4aho1yjj2cxgau.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;210;A00014vwy2sdtjum8aazx4166zmeoq3.jpg;1;2;P. putida;M9_cit;0;;big;
20/09/2021;211;A000150z6zhaysq81y721h3y2y2dvm5.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;212;A0001540hn4um5oix7thte0poa722sb.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;213;A000159e572vwixd54k3yoxsg8xl96s.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;214;A00015avruzpin7ftn3wnnqyvtw62dq.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;215;A00015buocx1hieiaexn7dn507151p6.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;216;A00015d2me5c4hj9mkqd8ji111dw92l.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;217;A00015flfbmq7wukd4f0exsw9attuw6.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;218;A00015hm94xmbhjc4cvr6okwi1vatrl.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;219;A00015jv84pay85dsotjzjh7pa9w59y.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;220;A00015jyys9n7nqezvsgz4jutt37ez1.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;221;A00015pbq284tfbwxxvcf4vngy1zmkq.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;222;A00015qqd53boxfxbu7ov6stct1vzes.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;223;A00015v3vqymo7ti84jwseeqgpxma89.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;224;A00015w6k1ct4ku04lpb7ijjqhdiwg0.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;225;A00015zst1l1rqjsjw42cfxzsblk0x9.jpg;1;6;P. putida;M9_cit;0;;big;
20/09/2021;226;A000162xfkpwbydgyu7a86pb7cjouf9.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;227;A000164lycilfibbyjl1mezh6jc2xm8.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;228;A000167mjqimcxovt2dlk463cid6m7v.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;229;A000169csyhl22315d85c3hvlepeb60.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;230;A00016cjbc0p955sgvmd7rqi2t7523l.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;231;A00016es4xhbnz7x9jdn66t5n4xg7xo.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;232;A00016eufch9csr4rskto48404qby41.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;233;A00016g11t9jgnxebvr68ofm6vwtw3g.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;234;A00016jrz8erpszwge8k41domfa2w80.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;235;A00016nj2s0ope3wfzkf3xlqgopasui.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;236;A00016tx0vyb0ly37nxb3vwsjk4yesw.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;237;A00016uqg8uiohphu5pzilmp1syaf9k.jpg;1;188;P. putida;M9_cit;0;picked;big;
20/09/2021;238;A00016vzfuvyx3p34pxz6idu7rvgyjn.jpg;1;188;P. putida;M9_cit;0;picked;big;
